itemUrl
'https://www.ebay.com/itm/373807447342?hash=item5708a8fd2e:g:jQkAAOSwqfJhok0z',
'https://www.ebay.com/itm/255248289111?hash=item3b6dfbcd57:g:QHAAAOSwhJdhoRW0',
'https://www.ebay.com/itm/353801712671?hash=item526039b41f:g:PU8AAOSwuT9hqMVf',
'https://www.ebay.com/itm/133957078571?hash=item1f3076ce2b:g:YRIAAOSw-XphpoLj',
'https://www.ebay.com/itm/154722481406?hash=item24062db4fe:g:~eoAAOSwaaBhooxt',
'https://www.ebay.com/itm/125027635535?hash=item1d1c3a514f:g:sooAAOSwO8VhpmJm',
'https://www.ebay.com/itm/255250023424?hash=item3b6e164400:g:f2UAAOSwSo5hrjYD',
'https://www.ebay.com/itm/384534655213?var=652612131518&hash=item59880d30ed:g:pEAAAOSwNslhoJUt',
'https://www.ebay.com/itm/175039383072?hash=item28c1290620:g:VEwAAOSwmXhhoRR3',
'https://www.ebay.com/itm/224717261438?hash=item3452314a7e:g:fWkAAOSwvZFhpUVb',
'https://www.ebay.com/itm/284546390205?hash=item42404958bd:g:PDEAAOSwHRVhoqhE',
'https://www.ebay.com/itm/284554103534?hash=item4240bf0aee:g:rEEAAOSwZaJhqljw',
'https://www.ebay.com/itm/384562336646?hash=item5989b39386:g:eYYAAOSwfjJhqnfs',
'https://www.ebay.com/itm/175047343355?hash=item28c1a27cfb:g:WtUAAOSwFzRhqPgw',
'https://www.ebay.com/itm/154735339989?hash=item2406f1e9d5:g:JKYAAOSwcgVhp~JQ',
'https://www.ebay.com/itm/175050561094?hash=item28c1d39646:g:TCQAAOSwQghhq~4e',
'https://www.ebay.com/itm/194546871771?hash=item2d4be5addb:g:DP4AAOSwKkhhortG',
'https://www.ebay.com/itm/165214297323?hash=item26778a1ceb:g:adcAAOSwo3NhqZgf',
'https://www.ebay.com/itm/165212102183?hash=item2677689e27:g:FtwAAOSwHxNhp~bM',
'https://www.ebay.com/itm/133953233635?hash=item1f303c22e3:g:k3QAAOSw2AZhqj6y',
'https://www.ebay.com/itm/324921968842?hash=item4ba6dbc8ca:g:ur8AAOSwsEphq7hn',
'https://www.ebay.com/itm/393763159092?hash=item5bae1cfc34:g:G94AAOSwYbJhrAHi',
'https://www.ebay.com/itm/224717623715?hash=item345236d1a3:g:DJgAAOSwHRVhpaI8',
'https://www.ebay.com/itm/275051584676?hash=item400a5a1ca4:g:nYMAAOSwTNRhqlJf',
'https://www.ebay.com/itm/284551204431?hash=item424092ce4f:g:mVEAAOSw-zlhqBnQ',
'https://www.ebay.com/itm/224713979946?hash=item3451ff382a:g:u5AAAOSwXzRhonP2',
'https://www.ebay.com/itm/165215961459?hash=item2677a38173:g:T84AAOSwtwVhqtyA',
'https://www.ebay.com/itm/255249722636?hash=item3b6e11ad0c:g:cgMAAOSwxzRhokxN',
'https://www.ebay.com/itm/255249721423?hash=item3b6e11a84f:g:VigAAOSw~H5hoku1',
'https://www.ebay.com/itm/353793616251?hash=item525fbe297b:g:PU8AAOSwuT9hqMVf',
'https://www.ebay.com/itm/175045045710?hash=item28c17f6dce:g:2nYAAOSwW-NhoRUK',
'https://www.ebay.com/itm/304249726086?hash=item46d6b26486:g:z5oAAOSwLLthqW1d',
'https://www.ebay.com/itm/393739206696?hash=item5bacaf8028:g:f74AAOSwBxFhokuj',
'https://www.ebay.com/itm/175039452394?epid=21046756562&hash=item28c12a14ea:g:1cUAAOSwyGNhoSU~',
'https://www.ebay.com/itm/265433266930?hash=item3dcd0e3af2:g:b18AAOSwv65hqTy3',
'https://www.ebay.com/itm/194568719427?hash=item2d4d330c43:g:4h0AAOSwXS1hqWba',
'https://www.ebay.com/itm/313771088521?hash=item490e36da89:g:GkgAAOSwsoZhokGW',
'https://www.ebay.com/itm/154729846849?hash=item24069e1841:g:JKYAAOSwcgVhp~JQ',
'https://www.ebay.com/itm/275048946951?hash=item400a31dd07:g:kzEAAOSw2lBhqCgF'
